"都道府県コード","都道府県名","市区町村コード","市区町村名","大字町丁目コード","大字町丁目名","緯度","経度","原典資料コード","大字・字・丁目区分コード"
"01","北海道","01101","札幌市中央区","011010069012","南六条西十二丁目","43.051760","141.339755","0","3"
"01","北海道","01101","札幌市中央区","011010069013","南六条西十三丁目","43.051738","141.337754","0","3"
"01","北海道","01101","札幌市中央区","011010069014","南六条西十四丁目","43.051246","141.336119","0","3"
"01","北海道","01101","札幌市中央区","011010069015","南六条西十五丁目","43.051426","141.334197","0","3"
"01","北海道","01101","札幌市中央区","011010069016","南六条西十六丁目","43.051093","141.332530","0","3"
"01","北海道","01101","札幌市中央区","011010069017","南六条西十七丁目","43.051036","141.330824","0","3"
"01","北海道","01101","札幌市中央区","011010069018","南六条西十八丁目","43.051073","141.329258","0","3"
"01","北海道","01101","札幌市中央区","011010069001","南六条西一丁目","43.053827","141.358196","0","3"
"01","北海道","01101","札幌市中央区","011010069020","南六条西二十丁目","43.050605","141.327788","0","3"
"01","北海道","01101","札幌市中央区","011010069021","南六条西二十一丁目","43.050497","141.326575","0","3"
"01","北海道","01101","札幌市中央区","011010069022","南六条西二十二丁目","43.050340","141.325207","0","3"
"01","北海道","01101","札幌市中央区","011010069023","南六条西二十三丁目","43.050142","141.323850","0","3"
"01","北海道","01101","札幌市中央区","011010069024","南六条西二十四丁目","43.049855","141.322537","0","3"
"01","北海道","01101","札幌市中央区","011010069025","南六条西二十五丁目","43.049863","141.321072","0","3"
"01","北海道","01101","札幌市中央区","011010069026","南六条西二十六丁目","43.049595","141.319633","0","3"
"01","北海道","01101","札幌市中央区","011010069027","南六条西二十七丁目","43.049777","141.318647","0","3"
"01","北海道","01101","札幌市中央区","011010069002","南六条西二丁目","43.053567","141.356258","0","3"
"01","北海道","01101","札幌市中央区","011010069003","南六条西三丁目","43.053528","141.354780","0","3"
"01","北海道","01101","札幌市中央区","011010069004","南六条西四丁目","43.053186","141.353135","0","3"
"01","北海道","01101","札幌市中央区","011010069005","南六条西五丁目","43.053003","141.351558","0","3"
"01","北海道","01101","札幌市中央区","011010069006","南六条西六丁目","43.052730","141.350000","0","3"
"01","北海道","01101","札幌市中央区","011010069007","南六条西七丁目","43.052519","141.348437","0","3"
"01","北海道","01101","札幌市中央区","011010069008","南六条西八丁目","43.052380","141.346699","0","3"
"01","北海道","01101","札幌市中央区","011010069009","南六条西九丁目","43.051974","141.345082","0","3"
"01","北海道","01101","札幌市中央区","011010070001","南六条東一丁目","43.054583","141.359281","0","3"
"01","北海道","01101","札幌市中央区","011010070002","南六条東二丁目","43.054712","141.360498","0","3"
"01","北海道","01101","札幌市中央区","011010070003","南六条東三丁目","43.054998","141.361803","0","3"
"01","北海道","01101","札幌市中央区","011010071010","南七条西十丁目","43.050743","141.343163","0","3"
"01","北海道","01101","札幌市中央区","011010071011","南七条西十一丁目","43.050659","141.341650","0","3"
"01","北海道","01101","札幌市中央区","011010071012","南七条西十二丁目","43.050434","141.339923","0","3"
"01","北海道","01101","札幌市中央区","011010071013","南七条西十三丁目","43.050624","141.337900","0","3"
"01","北海道","01101","札幌市中央区","011010071014","南七条西十四丁目","43.050206","141.336078","0","3"
"01","北海道","01101","札幌市中央区","011010071015","南七条西十五丁目","43.049922","141.334563","0","3"
"01","北海道","01101","札幌市中央区","011010071016","南七条西十六丁目","43.049699","141.332882","0","3"
"01","北海道","01101","札幌市中央区","011010071017","南七条西十七丁目","43.049684","141.330999","0","3"
"01","北海道","01101","札幌市中央区","011010071018","南七条西十八丁目","43.049586","141.329306","0","3"
"01","北海道","01101","札幌市中央区","011010071001","南七条西一丁目","43.052400","141.358770","0","3"
"01","北海道","01101","札幌市中央区","011010071020","南七条西二十丁目","43.049109","141.328061","0","3"
"01","北海道","01101","札幌市中央区","011010071021","南七条西二十一丁目","43.049215","141.326881","0","3"
"01","北海道","01101","札幌市中央区","011010071022","南七条西二十二丁目","43.049022","141.325644","0","3"
"01","北海道","01101","札幌市中央区","011010071023","南七条西二十三丁目","43.048600","141.324530","0","3"
"01","北海道","01101","札幌市中央区","011010071024","南七条西二十四丁目","43.048193","141.322972","0","3"
"01","北海道","01101","札幌市中央区","011010071025","南七条西二十五丁目","43.047653","141.321469","0","3"
"01","北海道","01101","札幌市中央区","011010071026","南七条西二十六丁目","43.047218","141.320572","0","3"
"01","北海道","01101","札幌市中央区","011010071002","南七条西二丁目","43.052376","141.356578","0","3"
"01","北海道","01101","札幌市中央区","011010071003","南七条西三丁目","43.052192","141.354995","0","3"
"01","北海道","01101","札幌市中央区","011010071004","南七条西四丁目","43.052004","141.353433","0","3"
"01","北海道","01101","札幌市中央区","011010071005","南七条西五丁目","43.051794","141.351839","0","3"
"01","北海道","01101","札幌市中央区","011010071006","南七条西六丁目","43.051580","141.350264","0","3"
"01","北海道","01101","札幌市中央区","011010071007","南七条西七丁目","43.051268","141.348731","0","3"
"01","北海道","01101","札幌市中央区","011010071008","南七条西八丁目","43.051110","141.347162","0","3"
"01","北海道","01101","札幌市中央区","011010071009","南七条西九丁目","43.050986","141.344862","0","3"
"01","北海道","01101","札幌市中央区","011010072001","南七条東一丁目","43.053432","141.359486","0","3"
"01","北海道","01101","札幌市中央区","011010072002","南七条東二丁目","43.053478","141.360442","0","3"
"01","北海道","01101","札幌市中央区","011010073010","南八条西十丁目","43.049380","141.343248","0","3"
"01","北海道","01101","札幌市中央区","011010073011","南八条西十一丁目","43.049215","141.341822","0","3"
"01","北海道","01101","札幌市中央区","011010073012","南八条西十二丁目","43.049051","141.340104","0","3"
"01","北海道","01101","札幌市中央区","011010073013","南八条西十三丁目","43.049039","141.338105","0","3"
"01","北海道","01101","札幌市中央区","011010073014","南八条西十四丁目","43.048815","141.336254","0","3"
"01","北海道","01101","札幌市中央区","011010073015","南八条西十五丁目","43.048773","141.334373","0","3"
"01","北海道","01101","札幌市中央区","011010073016","南八条西十六丁目","43.048465","141.332875","0","3"
"01","北海道","01101","札幌市中央区","011010073017","南八条西十七丁目","43.048359","141.331176","0","3"
"01","北海道","01101","札幌市中央区","011010073018","南八条西十八丁目","43.048233","141.329478","0","3"
"01","北海道","01101","札幌市中央区","011010073001","南八条西一丁目","43.050881","141.358757","0","3"
"01","北海道","01101","札幌市中央区","011010073020","南八条西二十丁目","43.048064","141.328257","0","3"
"01","北海道","01101","札幌市中央区","011010073021","南八条西二十一丁目","43.048285","141.327401","0","3"
"01","北海道","01101","札幌市中央区","011010073022","南八条西二十二丁目","43.048231","141.326083","0","3"
"01","北海道","01101","札幌市中央区","011010073023","南八条西二十三丁目","43.047443","141.324770","0","3"
"01","北海道","01101","札幌市中央区","011010073024","南八条西二十四丁目","43.046800","141.323439","0","3"
"01","北海道","01101","札幌市中央区","011010073025","南八条西二十五丁目","43.046162","141.322210","0","3"
"01","北海道","01101","札幌市中央区","011010073026","南八条西二十六丁目","43.045132","141.320660","0","3"
"01","北海道","01101","札幌市中央区","011010073002","南八条西二丁目","43.051070","141.357087","0","3"
"01","北海道","01101","札幌市中央区","011010073003","南八条西三丁目","43.050792","141.355352","0","3"
"01","北海道","01101","札幌市中央区","011010073004","南八条西四丁目","43.050627","141.353771","0","3"
"01","北海道","01101","札幌市中央区","011010073005","南八条西五丁目","43.050067","141.352418","0","3"
"01","北海道","01101","札幌市中央区","011010073006","南八条西六丁目","43.049820","141.350544","0","3"
"01","北海道","01101","札幌市中央区","011010073007","南八条西七丁目","43.049761","141.348773","0","3"
"01","北海道","01101","札幌市中央区","011010073008","南八条西八丁目","43.049631","141.346922","0","3"
"01","北海道","01101","札幌市中央区","011010073009","南八条西九丁目","43.049467","141.344933","0","3"
"01","北海道","01101","札幌市中央区","011010074010","南九条西十丁目","43.047793","141.343436","0","3"
"01","北海道","01101","札幌市中央区","011010074011","南九条西十一丁目","43.047749","141.341984","0","3"
"01","北海道","01101","札幌市中央区","011010074012","南九条西十二丁目","43.047629","141.340280","0","3"
"01","北海道","01101","札幌市中央区","011010074013","南九条西十三丁目","43.047379","141.338111","0","3"
"01","北海道","01101","札幌市中央区","011010074014","南九条西十四丁目","43.047333","141.336288","0","3"
"01","北海道","01101","札幌市中央区","011010074015","南九条西十五丁目","43.047185","141.334748","0","3"
"01","北海道","01101","札幌市中央区","011010074016","南九条西十六丁目","43.047106","141.333056","0","3"
"01","北海道","01101","札幌市中央区","011010074017","南九条西十七丁目","43.047233","141.331326","0","3"
"01","北海道","01101","札幌市中央区","011010074018","南九条西十八丁目","43.046927","141.329638","0","3"
"01","北海道","01101","札幌市中央区","011010074001","南九条西一丁目","43.049620","141.358157","0","3"
"01","北海道","01101","札幌市中央区","011010074020","南九条西二十丁目","43.046880","141.327484","0","3"
"01","北海道","01101","札幌市中央区","011010074021","南九条西二十一丁目","43.046201","141.324768","0","3"
"01","北海道","01101","札幌市中央区","011010074022","南九条西二十二丁目","43.044930","141.322664","0","3"
"01","北海道","01101","札幌市中央区","011010074023","南九条西二十三丁目","43.043625","141.321402","0","3"
"01","北海道","01101","札幌市中央区","011010074002","南九条西二丁目","43.049629","141.356928","0","3"
"01","北海道","01101","札幌市中央区","011010074003","南九条西三丁目","43.049470","141.355692","0","3"
"01","北海道","01101","札幌市中央区","011010074004","南九条西四丁目","43.048579","141.353361","0","3"
"01","北海道","01101","札幌市中央区","011010074005","南九条西五丁目","43.048407","141.352245","0","3"
"01","北海道","01101","札幌市中央区","011010074006","南九条西六丁目","43.048187","141.350838","0","3"
"01","北海道","01101","札幌市中央区","011010074007","南九条西七丁目","43.047972","141.349002","0","3"
"01","北海道","01101","札幌市中央区","011010074008","南九条西八丁目","43.048044","141.347128","0","3"
"01","北海道","01101","札幌市中央区","011010074009","南九条西九丁目","43.047949","141.345136","0","3"
"01","北海道","01101","札幌市中央区","011010075000","宮ケ丘","43.051478","141.306634","0","1"
"01","北海道","01101","札幌市中央区","011010076001","宮ケ丘一丁目","43.058156","141.312341","0","3"
"01","北海道","01101","札幌市中央区","011010076002","宮ケ丘二丁目","43.058030","141.310720","0","3"
"01","北海道","01101","札幌市中央区","011010076003","宮ケ丘三丁目","43.057254","141.309325","0","3"
"01","北海道","01101","札幌市中央区","011010077000","宮の森","43.044885","141.287113","0","1"
"01","北海道","01101","札幌市中央区","011010078010","宮の森一条十丁目","43.057091","141.306570","0","3"
"01","北海道","01101","札幌市中央区","011010078011","宮の森一条十一丁目","43.055977","141.304193","0","3"
"01","北海道","01101","札幌市中央区","011010078012","宮の森一条十二丁目","43.054523","141.303107","0","3"
"01","北海道","01101","札幌市中央区","011010078013","宮の森一条十三丁目","43.052889","141.302281","0","3"
"01","北海道","01101","札幌市中央区","011010078014","宮の森一条十四丁目","43.050015","141.301370","0","3"
"01","北海道","01101","札幌市中央区","011010078015","宮の森一条十五丁目","43.048828","141.297746","0","3"
"01","北海道","01101","札幌市中央区","011010078016","宮の森一条十六丁目","43.046152","141.294973","0","3"
"01","北海道","01101","札幌市中央区","011010078017","宮の森一条十七丁目","43.043314","141.292982","0","3"
"01","北海道","01101","札幌市中央区","011010078018","宮の森一条十八丁目","43.040884","141.291257","0","3"
"01","北海道","01101","札幌市中央区","011010078001","宮の森一条一丁目","43.064416","141.313022","0","3"
"01","北海道","01101","札幌市中央区","011010078002","宮の森一条二丁目","43.063436","141.312110","0","3"
"01","北海道","01101","札幌市中央区","011010078003","宮の森一条三丁目","43.062841","141.311290","0","3"
"01","北海道","01101","札幌市中央区","011010078004","宮の森一条四丁目","43.062216","141.310748","0","3"
"01","北海道","01101","札幌市中央区","011010078005","宮の森一条五丁目","43.061732","141.310386","0","3"
"01","北海道","01101","札幌市中央区","011010078006","宮の森一条六丁目","43.060501","141.309683","0","3"
"01","北海道","01101","札幌市中央区","011010078007","宮の森一条七丁目","43.059444","141.309185","0","3"
"01","北海道","01101","札幌市中央区","011010078008","宮の森一条八丁目","43.058860","141.308538","0","3"
"01","北海道","01101","札幌市中央区","011010078009","宮の森一条九丁目","43.058057","141.307943","0","3"
"01","北海道","01101","札幌市中央区","011010079010","宮の森二条十丁目","43.058164","141.303513","0","3"
"01","北海道","01101","札幌市中央区","011010079011","宮の森二条十一丁目","43.057189","141.301715","0","3"
"01","北海道","01101","札幌市中央区","011010079012","宮の森二条十二丁目","43.055839","141.300850","0","3"
"01","北海道","01101","札幌市中央区","011010079013","宮の森二条十三丁目","43.053684","141.300208","0","3"
"01","北海道","01101","札幌市中央区","011010079014","宮の森二条十四丁目","43.051695","141.300199","0","3"
"01","北海道","01101","札幌市中央区","011010079015","宮の森二条十五丁目","43.049126","141.295662","0","3"
"01","北海道","01101","札幌市中央区","011010079016","宮の森二条十六丁目","43.047166","141.291192","0","3"
"01","北海道","01101","札幌市中央区","011010079017","宮の森二条十七丁目","43.043801","141.290776","0","3"
"01","北海道","01101","札幌市中央区","011010079001","宮の森二条一丁目","43.065160","141.311800","0","3"
"01","北海道","01101","札幌市中央区","011010079002","宮の森二条二丁目","43.064318","141.310986","0","3"
"01","北海道","01101","札幌市中央区","011010079003","宮の森二条三丁目","43.063730","141.309874","0","3"
"01","北海道","01101","札幌市中央区","011010079004","宮の森二条四丁目","43.062998","141.309291","0","3"
"01","北海道","01101","札幌市中央区","011010079005","宮の森二条五丁目","43.062197","141.308941","0","3"
"01","北海道","01101","札幌市中央区","011010079006","宮の森二条六丁目","43.061779","141.307052","0","3"
"01","北海道","01101","札幌市中央区","011010079007","宮の森二条七丁目","43.060597","141.307070","0","3"
"01","北海道","01101","札幌市中央区","011010079008","宮の森二条八丁目","43.059754","141.306342","0","3"
"01","北海道","01101","札幌市中央区","011010079009","宮の森二条九丁目","43.059046","141.304913","0","3"
"01","北海道","01101","札幌市中央区","011010080010","宮の森三条十丁目","43.059194","141.301651","0","3"
"01","北海道","01101","札幌市中央区","011010080011","宮の森三条十一丁目","43.058514","141.298967","0","3"
"01","北海道","01101","札幌市中央区","011010080012","宮の森三条十二丁目","43.056508","141.297583","0","3"
"01","北海道","01101","札幌市中央区","011010080013","宮の森三条十三丁目","43.052626","141.297926","0","3"
"01","北海道","01101","札幌市中央区","011010080001","宮の森三条一丁目","43.066530","141.309367","0","3"
"01","北海道","01101","札幌市中央区","011010080002","宮の森三条二丁目","43.065852","141.308325","0","3"
"01","北海道","01101","札幌市中央区","011010080003","宮の森三条三丁目","43.065228","141.307614","0","3"
"01","北海道","01101","札幌市中央区","011010080004","宮の森三条四丁目","43.064511","141.306759","0","3"
"01","北海道","01101","札幌市中央区","011010080005","宮の森三条五丁目","43.063716","141.306022","0","3"
"01","北海道","01101","札幌市中央区","011010080006","宮の森三条六丁目","43.062888","141.305167","0","3"
"01","北海道","01101","札幌市中央区","011010080007","宮の森三条七丁目","43.061915","141.303750","0","3"
"01","北海道","01101","札幌市中央区","011010080008","宮の森三条八丁目","43.061089","141.302782","0","3"
"01","北海道","01101","札幌市中央区","011010080009","宮の森三条九丁目","43.060456","141.301575","0","3"
"01","北海道","01101","札幌市中央区","011010081010","宮の森四条十丁目","43.060356","141.298776","0","3"
"01","北海道","01101","札幌市中央区","011010081011","宮の森四条十一丁目","43.058653","141.295779","0","3"
"01","北海道","01101","札幌市中央区","011010081012","宮の森四条十二丁目","43.055479","141.294501","0","3"
"01","北海道","01101","札幌市中央区","011010081013","宮の森四条十三丁目","43.053373","141.295124","0","3"
"01","北海道","01101","札幌市中央区","011010081001","宮の森四条一丁目","43.067898","141.306688","0","3"
"01","北海道","01101","札幌市中央区","011010081002","宮の森四条二丁目","43.067178","141.305863","0","3"
"01","北海道","01101","札幌市中央区","011010081003","宮の森四条三丁目","43.066603","141.305015","0","3"
"01","北海道","01101","札幌市中央区","011010081004","宮の森四条四丁目","43.065829","141.304515","0","3"
"01","北海道","01101","札幌市中央区","011010081005","宮の森四条五丁目","43.065043","141.303407","0","3"
"01","北海道","01101","札幌市中央区","011010081006","宮の森四条六丁目","43.064284","141.302500","0","3"
"01","北海道","01101","札幌市中央区","011010081007","宮の森四条七丁目","43.063629","141.301729","0","3"
"01","北海道","01101","札幌市中央区","011010081008","宮の森四条八丁目","43.062870","141.300840","0","3"
"01","北海道","01101","札幌市中央区","011010081009","宮の森四条九丁目","43.061685","141.299348","0","3"
"01","北海道","01102","札幌市北区","011020001003","あいの里一条三丁目","43.157077","141.390180","0","3"
"01","北海道","01102","札幌市北区","011020001004","あいの里一条四丁目","43.156839","141.394824","0","3"
"01","北海道","01102","札幌市北区","011020001005","あいの里一条五丁目","43.156649","141.398156","0","3"
"01","北海道","01102","札幌市北区","011020001006","あいの里一条六丁目","43.156436","141.401094","0","3"
"01","北海道","01102","札幌市北区","011020001007","あいの里一条七丁目","43.155858","141.405287","0","3"
"01","北海道","01102","札幌市北区","011020002001","あいの里二条一丁目","43.161108","141.384433","0","3"
"01","北海道","01102","札幌市北区","011020002002","あいの里二条二丁目","43.160795","141.387684","0","3"
"01","北海道","01102","札幌市北区","011020002003","あいの里二条三丁目","43.160542","141.390844","0","3"
"01","北海道","01102","札幌市北区","011020002004","あいの里二条四丁目","43.159949","141.394928","0","3"
"01","北海道","01102","札幌市北区","011020002005","あいの里二条五丁目","43.159760","141.398246","0","3"
"01","北海道","01102","札幌市北区","011020002006","あいの里二条六丁目","43.159003","141.401496","0","3"
"01","北海道","01102","札幌市北区","011020002007","あいの里二条七丁目","43.158959","141.407110","0","3"
"01","北海道","01102","札幌市北区","011020002008","あいの里二条八丁目","43.160724","141.411247","0","3"
"01","北海道","01102","札幌市北区","011020003010","あいの里三条十丁目","43.167235","141.417497","0","3"
"01","北海道","01102","札幌市北区","011020003001","あいの里三条一丁目","43.163796","141.384958","0","3"
"01","北海道","01102","札幌市北区","011020003002","あいの里三条二丁目","43.163619","141.388905","0","3"
"01","北海道","01102","札幌市北区","011020003003","あいの里三条三丁目","43.163148","141.392046","0","3"
"01","北海道","01102","札幌市北区","011020003004","あいの里三条四丁目","43.162940","141.394457","0","3"
"01","北海道","01102","札幌市北区","011020003005","あいの里三条五丁目","43.162312","141.398094","0","3"
"01","北海道","01102","札幌市北区","011020003006","あいの里三条六丁目","43.161857","141.402703","0","3"
"01","北海道","01102","札幌市北区","011020003007","あいの里三条七丁目","43.161525","141.408264","0","3"
"01","北海道","01102","札幌市北区","011020003008","あいの里三条八丁目","43.164120","141.411554","0","3"
"01","北海道","01102","札幌市北区","011020003009","あいの里三条九丁目","43.165211","141.414493","0","3"
"01","北海道","01102","札幌市北区","011020004010","あいの里四条十丁目","43.169536","141.413687","0","3"
"01","北海道","01102","札幌市北区","011020004001","あいの里四条一丁目","43.165263","141.386268","0","3"
"01","北海道","01102","札幌市北区","011020004002","あいの里四条二丁目","43.166381","141.388332","0","3"
"01","北海道","01102","札幌市北区","011020004003","あいの里四条三丁目","43.166265","141.391904","0","3"
"01","北海道","01102","札幌市北区","011020004004","あいの里四条四丁目","43.165787","141.394896","0","3"
"01","北海道","01102","札幌市北区","011020004005","あいの里四条五丁目","43.165917","141.398521","0","3"
"01","北海道","01102","札幌市北区","011020004006","あいの里四条六丁目","43.165636","141.403246","0","3"
"01","北海道","01102","札幌市北区","011020004007","あいの里四条七丁目","43.166905","141.406184","0","3"
"01","北海道","01102","札幌市北区","011020004008","あいの里四条八丁目","43.166238","141.409436","0","3"
"01","北海道","01102","札幌市北区","011020004009","あいの里四条九丁目","43.168197","141.411855","0","3"
"01","北海道","01102","札幌市北区","011020005003","あいの里五条三丁目","43.170298","141.393498","0","3"
"01","北海道","01102","札幌市北区","011020005004","あいの里五条四丁目","43.170361","141.397960","0","3"
"01","北海道","01102","札幌市北区","011020006001","麻生町一丁目","43.107768","141.343160","0","3"
"01","北海道","01102","札幌市北区","011020006002","麻生町二丁目","43.108643","141.340721","0","3"
"01","北海道","01102","札幌市北区","011020006003","麻生町三丁目","43.109963","141.341223","0","3"
"01","北海道","01102","札幌市北区","011020006004","麻生町四丁目","43.111074","141.341197","0","3"
"01","北海道","01102","札幌市北区","011020006005","麻生町五丁目","43.110834","141.337276","0","3"
"01","北海道","01102","札幌市北区","011020006006","麻生町六丁目","43.112638","141.340088","0","3"
"01","北海道","01102","札幌市北区","011020006007","麻生町七丁目","43.113957","141.340730","0","3"
"01","北海道","01102","札幌市北区","011020006008","麻生町八丁目","43.115871","141.342558","0","3"
"01","北海道","01102","札幌市北区","011020006009","麻生町九丁目","43.116291","141.341285","0","3"
"01","北海道","01102","札幌市北区","011020007010","北十条西十丁目","43.071676","141.338853","0","3"
"01","北海道","01102","札幌市北区","011020007011","北十条西十一丁目","43.071510","141.337304","0","3"
"01","北海道","01102","札幌市北区","011020007001","北十条西一丁目","43.073590","141.352979","0","3"
"01","北海道","01102","札幌市北区","011020007002","北十条西二丁目","43.073365","141.351289","0","3"
"01","北海道","01102","札幌市北区","011020007003","北十条西三丁目","43.073152","141.349723","0","3"
"01","北海道","01102","札幌市北区","011020007004","北十条西四丁目","43.072935","141.348149","0","3"
"01","北海道","01102","札幌市北区","011020007005","北十条西五丁目","43.072734","141.346592","0","3"
"01","北海道","01102","札幌市北区","011020007006","北十条西六丁目","43.072536","141.345040","0","3"
"01","北海道","01102","札幌市北区","011020007007","北十条西七丁目","43.072324","141.343522","0","3"
"01","北海道","01102","札幌市北区","011020007008","北十条西八丁目","43.072116","141.342048","0","3"
"01","北海道","01102","札幌市北区","011020007009","北十条西九丁目","43.071904","141.340511","0","3"
"01","北海道","01102","札幌市北区","011020008010","北十一条西十丁目","43.072839","141.338549","0","3"
"01","北海道","01102","札幌市北区","011020008011","北十一条西十一丁目","43.072598","141.336676","0","3"
"01","北海道","01102","札幌市北区","011020008001","北十一条西一丁目","43.074736","141.352686","0","3"
"01","北海道","01102","札幌市北区","011020008002","北十一条西二丁目","43.074509","141.350997","0","3"
"01","北海道","01102","札幌市北区","011020008003","北十一条西三丁目","43.074297","141.349431","0","3"
"01","北海道","01102","札幌市北区","011020008004","北十一条西四丁目","43.074081","141.347865","0","3"
"01","北海道","01102","札幌市北区","011020008005","北十一条西五丁目","43.073886","141.346310","0","3"
"01","北海道","01102","札幌市北区","011020008006","北十一条西六丁目","43.073693","141.344751","0","3"
"01","北海道","01102","札幌市北区","011020008007","北十一条西七丁目","43.073480","141.343235","0","3"
"01","北海道","01102","札幌市北区","011020008008","北十一条西八丁目","43.073275","141.341760","0","3"
"01","北海道","01102","札幌市北区","011020008009","北十一条西九丁目","43.073063","141.340213","0","3"
"01","北海道","01102","札幌市北区","011020009010","北十二条西十丁目","43.074012","141.338237","0","3"
"01","北海道","01102","札幌市北区","011020009011","北十二条西十一丁目","43.073809","141.336647","0","3"
"01","北海道","01102","札幌市北区","011020009012","北十二条西十二丁目","43.073662","141.335271","0","3"
"01","北海道","01102","札幌市北区","011020009001","北十二条西一丁目","43.075865","141.352385","0","3"
"01","北海道","01102","札幌市北区","011020009002","北十二条西二丁目","43.075653","141.350704","0","3"
"01","北海道","01102","札幌市北区","011020009003","北十二条西三丁目","43.075438","141.349137","0","3"
"01","北海道","01102","札幌市北区","011020009004","北十二条西四丁目","43.075223","141.347572","0","3"
"01","北海道","01102","札幌市北区","011020009005","北十二条西五丁目","43.075042","141.346012","0","3"
"01","北海道","01102","札幌市北区","011020009006","北十二条西六丁目","43.074859","141.344454","0","3"
"01","北海道","01102","札幌市北区","011020009007","北十二条西七丁目","43.074653","141.342939","0","3"
"01","北海道","01102","札幌市北区","011020009008","北十二条西八丁目","43.074454","141.341468","0","3"
"01","北海道","01102","札幌市北区","011020009009","北十二条西九丁目","43.074240","141.339915","0","3"
"01","北海道","01102","札幌市北区","011020010010","北十三条西十丁目","43.075160","141.337940","0","3"
"01","北海道","01102","札幌市北区","011020010011","北十三条西十一丁目","43.074952","141.336374","0","3"
"01","北海道","01102","札幌市北区","011020010012","北十三条西十二丁目","43.074754","141.334610","0","3"
"01","北海道","01102","札幌市北区","011020010001","北十三条西一丁目","43.077033","141.352078","0","3"
"01","北海道","01102","札幌市北区","011020010002","北十三条西二丁目","43.076797","141.350411","0","3"
"01","北海道","01102","札幌市北区","011020010003","北十三条西三丁目","43.076584","141.348846","0","3"
"01","北海道","01102","札幌市北区","011020010004","北十三条西四丁目","43.076365","141.347276","0","3"
"01","北海道","01102","札幌市北区","011020010005","北十三条西五丁目","43.076180","141.345719","0","3"
"01","北海道","01102","札幌市北区","011020010006","北十三条西六丁目","43.076000","141.344169","0","3"
"01","北海道","01102","札幌市北区","011020010007","北十三条西七丁目","43.075798","141.342648","0","3"
"01","北海道","01102","札幌市北区","011020010008","北十三条西八丁目","43.075601","141.341173","0","3"
"01","北海道","01102","札幌市北区","011020010009","北十三条西九丁目","43.075390","141.339618","0","3"
"01","北海道","01102","札幌市北区","011020011010","北十四条西十丁目","43.076349","141.337636","0","3"
"01","北海道","01102","札幌市北区","011020011011","北十四条西十一丁目","43.076141","141.336077","0","3"
"01","北海道","01102","札幌市北区","011020011012","北十四条西十二丁目","43.075950","141.334675","0","3"
"01","北海道","01102","札幌市北区","011020011013","北十四条西十三丁目","43.075805","141.332994","0","3"
"01","北海道","01102","札幌市北区","011020011001","北十四条西一丁目","43.078116","141.351742","0","3"
"01","北海道","01102","札幌市北区","011020011002","北十四条西二丁目","43.077948","141.350126","0","3"
"01","北海道","01102","札幌市北区","011020011003","北十四条西三丁目","43.077739","141.348556","0","3"
"01","北海道","01102","札幌市北区","011020011004","北十四条西四丁目","43.077519","141.346986","0","3"
"01","北海道","01102","札幌市北区","011020011005","北十四条西五丁目","43.077340","141.345438","0","3"
"01","北海道","01102","札幌市北区","011020011006","北十四条西六丁目","43.077172","141.343882","0","3"
"01","北海道","01102","札幌市北区","011020011007","北十四条西七丁目","43.076975","141.342355","0","3"
"01","北海道","01102","札幌市北区","011020011008","北十四条西八丁目","43.076781","141.340880","0","3"
"01","北海道","01102","札幌市北区","011020011009","北十四条西九丁目","43.076573","141.339317","0","3"
"01","北海道","01102","札幌市北区","011020012010","北十五条西十丁目","43.077523","141.337335","0","3"
"01","北海道","01102","札幌市北区","011020012011","北十五条西十一丁目","43.077315","141.335784","0","3"
"01","北海道","01102","札幌市北区","011020012012","北十五条西十二丁目","43.077122","141.334382","0","3"
"01","北海道","01102","札幌市北区","011020012013","北十五条西十三丁目","43.076936","141.332666","0","3"
"01","北海道","01102","札幌市北区","011020012001","北十五条西一丁目","43.079317","141.351391","0","3"
"01","北海道","01102","札幌市北区","011020012002","北十五条西二丁目","43.079093","141.349845","0","3"
"01","北海道","01102","札幌市北区","011020012003","北十五条西三丁目","43.078885","141.348266","0","3"
"01","北海道","01102","札幌市北区","011020012004","北十五条西四丁目","43.078665","141.346701","0","3"
"01","北海道","01102","札幌市北区","011020012005","北十五条西五丁目","43.078578","141.345162","0","3"
"01","北海道","01102","札幌市北区","011020012006","北十五条西六丁目","43.078305","141.343620","0","3"
"01","北海道","01102","札幌市北区","011020012007","北十五条西七丁目","43.078145","141.342079","0","3"
"01","北海道","01102","札幌市北区","011020012008","北十五条西八丁目","43.077953","141.340595","0","3"
"01","北海道","01102","札幌市北区","011020012009","北十五条西九丁目","43.077745","141.339024","0","3"
"01","北海道","01102","札幌市北区","011020013010","北十六条西十丁目","43.078647","141.337050","0","3"
"01","北海道","01102","札幌市北区","011020013011","北十六条西十一丁目","43.078442","141.335506","0","3"
"01","北海道","01102","札幌市北区","011020013012","北十六条西十二丁目","43.078254","141.334097","0","3"
"01","北海道","01102","札幌市北区","011020013013","北十六条西十三丁目","43.077918","141.332326","0","3"
"01","北海道","01102","札幌市北区","011020013001","北十六条西一丁目","43.080447","141.351029","0","3"
"01","北海道","01102","札幌市北区","011020013002","北十六条西二丁目","43.080235","141.349552","0","3"
"01","北海道","01102","札幌市北区","011020013003","北十六条西三丁目","43.080023","141.347974","0","3"
